case_id,route_id,trip_id,start_stop,end_stop,first_arrival,last_departure,duration_seconds,duration_label,event_count
FR-08A::176471-0,FR-08A,176471-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T21:20:00+05:00,2026-04-23T22:05:00+05:00,2700,45 min 0 sec,23
FR-08A::176472-0,FR-08A,176472-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T21:25:00+05:00,2026-04-23T22:10:00+05:00,2700,45 min 0 sec,23
FR-08A::176473-0,FR-08A,176473-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T21:30:00+05:00,2026-04-23T22:15:00+05:00,2700,45 min 0 sec,23
FR-08A::176474-0,FR-08A,176474-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T21:35:00+05:00,2026-04-23T22:20:00+05:00,2700,45 min 0 sec,23
FR-08A::176316-0,FR-08A,176316-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T21:40:00+05:00,2026-04-23T22:25:00+05:00,2700,45 min 0 sec,23
FR-08A::176475-0,FR-08A,176475-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T21:40:00+05:00,2026-04-23T22:25:00+05:00,2700,45 min 0 sec,23
FR-08A::176476-0,FR-08A,176476-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T21:45:00+05:00,2026-04-23T22:30:00+05:00,2700,45 min 0 sec,23
FR-08A::176477-0,FR-08A,176477-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T21:50:00+05:00,2026-04-23T22:35:00+05:00,2700,45 min 0 sec,23
FR-08A::176478-0,FR-08A,176478-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T21:55:00+05:00,2026-04-23T22:40:00+05:00,2700,45 min 0 sec,23
FR-08A::176318-0,FR-08A,176318-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T22:00:00+05:00,2026-04-23T22:45:00+05:00,2700,45 min 0 sec,23
FR-08A::176479-0,FR-08A,176479-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T22:00:00+05:00,2026-04-23T22:45:00+05:00,2700,45 min 0 sec,23
FR-08C::176177-0,FR-08C,176177-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T06:10:00+05:00,2026-04-23T06:56:15+05:00,2775,46 min 15 sec,23
FR-08C::176179-0,FR-08C,176179-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T06:30:00+05:00,2026-04-23T07:16:15+05:00,2775,46 min 15 sec,23
FR-08C::176181-0,FR-08C,176181-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T06:50:00+05:00,2026-04-23T07:36:15+05:00,2775,46 min 15 sec,23
FR-08C::176183-0,FR-08C,176183-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T07:10:00+05:00,2026-04-23T07:56:15+05:00,2775,46 min 15 sec,23
FR-08C::176185-0,FR-08C,176185-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T07:30:00+05:00,2026-04-23T08:16:15+05:00,2775,46 min 15 sec,23
FR-08C::176187-0,FR-08C,176187-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T07:50:00+05:00,2026-04-23T08:36:15+05:00,2775,46 min 15 sec,23
FR-08C::176189-0,FR-08C,176189-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T08:10:00+05:00,2026-04-23T08:56:15+05:00,2775,46 min 15 sec,23
FR-08C::176191-0,FR-08C,176191-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T08:30:00+05:00,2026-04-23T09:16:15+05:00,2775,46 min 15 sec,23
FR-08C::176193-0,FR-08C,176193-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T08:50:00+05:00,2026-04-23T09:36:15+05:00,2775,46 min 15 sec,23
FR-08C::176195-0,FR-08C,176195-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T09:10:00+05:00,2026-04-23T09:56:15+05:00,2775,46 min 15 sec,23
FR-08C::176197-0,FR-08C,176197-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T09:30:00+05:00,2026-04-23T10:16:15+05:00,2775,46 min 15 sec,23
FR-08C::176199-0,FR-08C,176199-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T09:50:00+05:00,2026-04-23T10:36:15+05:00,2775,46 min 15 sec,23
FR-08C::176201-0,FR-08C,176201-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T10:10:00+05:00,2026-04-23T10:56:15+05:00,2775,46 min 15 sec,23
FR-08C::176203-0,FR-08C,176203-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T10:30:00+05:00,2026-04-23T11:16:15+05:00,2775,46 min 15 sec,23
FR-08C::176205-0,FR-08C,176205-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T10:50:00+05:00,2026-04-23T11:36:15+05:00,2775,46 min 15 sec,23
FR-08C::176207-0,FR-08C,176207-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T11:10:00+05:00,2026-04-23T11:56:15+05:00,2775,46 min 15 sec,23
FR-08C::176209-0,FR-08C,176209-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T11:30:00+05:00,2026-04-23T12:16:15+05:00,2775,46 min 15 sec,23
FR-08C::176211-0,FR-08C,176211-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T11:50:00+05:00,2026-04-23T12:36:15+05:00,2775,46 min 15 sec,23
FR-08C::176213-0,FR-08C,176213-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T12:10:00+05:00,2026-04-23T12:56:15+05:00,2775,46 min 15 sec,23
FR-08C::176215-0,FR-08C,176215-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T12:30:00+05:00,2026-04-23T13:16:15+05:00,2775,46 min 15 sec,23
FR-08C::176217-0,FR-08C,176217-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T12:50:00+05:00,2026-04-23T13:36:15+05:00,2775,46 min 15 sec,23
FR-08C::176219-0,FR-08C,176219-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T13:10:00+05:00,2026-04-23T13:56:15+05:00,2775,46 min 15 sec,23
FR-08C::176221-0,FR-08C,176221-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T13:30:00+05:00,2026-04-23T14:16:15+05:00,2775,46 min 15 sec,23
FR-08C::176223-0,FR-08C,176223-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T13:50:00+05:00,2026-04-23T14:36:15+05:00,2775,46 min 15 sec,23
FR-08C::176224-0,FR-08C,176224-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T14:10:00+05:00,2026-04-23T14:56:15+05:00,2775,46 min 15 sec,23
FR-08C::176178-0,FR-08C,176178-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T14:30:00+05:00,2026-04-23T15:16:15+05:00,2775,46 min 15 sec,23
FR-08C::176180-0,FR-08C,176180-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T14:50:00+05:00,2026-04-23T15:36:15+05:00,2775,46 min 15 sec,23
FR-08C::176182-0,FR-08C,176182-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T15:10:00+05:00,2026-04-23T15:56:15+05:00,2775,46 min 15 sec,23
FR-08C::176184-0,FR-08C,176184-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T15:30:00+05:00,2026-04-23T16:16:15+05:00,2775,46 min 15 sec,23
FR-08C::176186-0,FR-08C,176186-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T15:50:00+05:00,2026-04-23T16:36:15+05:00,2775,46 min 15 sec,23
FR-08C::176188-0,FR-08C,176188-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T16:10:00+05:00,2026-04-23T16:56:15+05:00,2775,46 min 15 sec,23
FR-08C::176190-0,FR-08C,176190-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T16:30:00+05:00,2026-04-23T17:16:15+05:00,2775,46 min 15 sec,23
FR-08C::176192-0,FR-08C,176192-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T16:50:00+05:00,2026-04-23T17:36:15+05:00,2775,46 min 15 sec,23
FR-08C::176194-0,FR-08C,176194-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T17:10:00+05:00,2026-04-23T17:56:15+05:00,2775,46 min 15 sec,23
FR-08C::176196-0,FR-08C,176196-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T17:30:00+05:00,2026-04-23T18:16:15+05:00,2775,46 min 15 sec,23
FR-08C::176198-0,FR-08C,176198-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T17:50:00+05:00,2026-04-23T18:36:15+05:00,2775,46 min 15 sec,23
FR-08C::176200-0,FR-08C,176200-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T18:10:00+05:00,2026-04-23T18:56:15+05:00,2775,46 min 15 sec,23
FR-08C::176202-0,FR-08C,176202-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T18:30:00+05:00,2026-04-23T19:16:15+05:00,2775,46 min 15 sec,23
FR-08C::176204-0,FR-08C,176204-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T18:50:00+05:00,2026-04-23T19:36:15+05:00,2775,46 min 15 sec,23
FR-08C::176206-0,FR-08C,176206-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T19:10:00+05:00,2026-04-23T19:56:15+05:00,2775,46 min 15 sec,23
FR-08C::176208-0,FR-08C,176208-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T19:30:00+05:00,2026-04-23T20:16:15+05:00,2775,46 min 15 sec,23
FR-08C::176210-0,FR-08C,176210-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T19:50:00+05:00,2026-04-23T20:36:15+05:00,2775,46 min 15 sec,23
FR-08C::176212-0,FR-08C,176212-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T20:10:00+05:00,2026-04-23T20:56:15+05:00,2775,46 min 15 sec,23
FR-08C::176214-0,FR-08C,176214-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T20:30:00+05:00,2026-04-23T21:16:15+05:00,2775,46 min 15 sec,23
FR-08C::176216-0,FR-08C,176216-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T20:50:00+05:00,2026-04-23T21:36:15+05:00,2775,46 min 15 sec,23
FR-08C::176218-0,FR-08C,176218-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T21:10:00+05:00,2026-04-23T21:56:15+05:00,2775,46 min 15 sec,23
FR-08C::176220-0,FR-08C,176220-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T21:30:00+05:00,2026-04-23T22:16:15+05:00,2775,46 min 15 sec,23
FR-08C::176222-0,FR-08C,176222-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T21:50:00+05:00,2026-04-23T22:36:15+05:00,2775,46 min 15 sec,23
FR-09::175728-0,FR-09,175728-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T06:00:00+05:00,2026-04-23T07:05:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175731-0,FR-09,175731-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T06:15:00+05:00,2026-04-23T07:20:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175734-0,FR-09,175734-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T06:30:00+05:00,2026-04-23T07:35:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175737-0,FR-09,175737-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T06:45:00+05:00,2026-04-23T07:50:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175740-0,FR-09,175740-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T07:00:00+05:00,2026-04-23T08:05:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175743-0,FR-09,175743-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T07:15:00+05:00,2026-04-23T08:20:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175746-0,FR-09,175746-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T07:30:00+05:00,2026-04-23T08:35:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175749-0,FR-09,175749-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T07:45:00+05:00,2026-04-23T08:50:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175752-0,FR-09,175752-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T08:00:00+05:00,2026-04-23T09:05:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175755-0,FR-09,175755-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T08:15:00+05:00,2026-04-23T09:20:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175758-0,FR-09,175758-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T08:30:00+05:00,2026-04-23T09:35:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175761-0,FR-09,175761-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T08:45:00+05:00,2026-04-23T09:50:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175764-0,FR-09,175764-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T09:00:00+05:00,2026-04-23T10:05:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175767-0,FR-09,175767-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T09:15:00+05:00,2026-04-23T10:20:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175770-0,FR-09,175770-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T09:30:00+05:00,2026-04-23T10:35:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175773-0,FR-09,175773-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T09:45:00+05:00,2026-04-23T10:50:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175775-0,FR-09,175775-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T10:00:00+05:00,2026-04-23T11:05:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175777-0,FR-09,175777-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T10:15:00+05:00,2026-04-23T11:20:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175779-0,FR-09,175779-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T10:30:00+05:00,2026-04-23T11:35:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175781-0,FR-09,175781-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T10:45:00+05:00,2026-04-23T11:50:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175783-0,FR-09,175783-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T11:00:00+05:00,2026-04-23T12:05:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175785-0,FR-09,175785-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T11:15:00+05:00,2026-04-23T12:20:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175787-0,FR-09,175787-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T11:30:00+05:00,2026-04-23T12:35:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175789-0,FR-09,175789-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T11:45:00+05:00,2026-04-23T12:50:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175791-0,FR-09,175791-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T12:00:00+05:00,2026-04-23T13:05:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175729-0,FR-09,175729-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T12:15:00+05:00,2026-04-23T13:20:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175732-0,FR-09,175732-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T12:30:00+05:00,2026-04-23T13:35:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175735-0,FR-09,175735-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T12:45:00+05:00,2026-04-23T13:50:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175738-0,FR-09,175738-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T13:00:00+05:00,2026-04-23T14:05:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175741-0,FR-09,175741-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T13:15:00+05:00,2026-04-23T14:20:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175744-0,FR-09,175744-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T13:30:00+05:00,2026-04-23T14:35:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175747-0,FR-09,175747-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T13:45:00+05:00,2026-04-23T14:50:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175750-0,FR-09,175750-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T14:00:00+05:00,2026-04-23T15:05:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175753-0,FR-09,175753-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T14:15:00+05:00,2026-04-23T15:20:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175756-0,FR-09,175756-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T14:30:00+05:00,2026-04-23T15:35:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175759-0,FR-09,175759-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T14:45:00+05:00,2026-04-23T15:50:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175762-0,FR-09,175762-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T15:00:00+05:00,2026-04-23T16:05:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175765-0,FR-09,175765-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T15:15:00+05:00,2026-04-23T16:20:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175768-0,FR-09,175768-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T15:30:00+05:00,2026-04-23T16:35:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175771-0,FR-09,175771-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T15:45:00+05:00,2026-04-23T16:50:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175774-0,FR-09,175774-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T16:00:00+05:00,2026-04-23T17:05:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175776-0,FR-09,175776-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T16:15:00+05:00,2026-04-23T17:20:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175778-0,FR-09,175778-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T16:30:00+05:00,2026-04-23T17:35:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175780-0,FR-09,175780-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T16:45:00+05:00,2026-04-23T17:50:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175782-0,FR-09,175782-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T17:00:00+05:00,2026-04-23T18:05:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175784-0,FR-09,175784-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T17:15:00+05:00,2026-04-23T18:20:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175786-0,FR-09,175786-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T17:30:00+05:00,2026-04-23T18:35:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175788-0,FR-09,175788-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T17:45:00+05:00,2026-04-23T18:50:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175790-0,FR-09,175790-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T18:00:00+05:00,2026-04-23T19:05:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175792-0,FR-09,175792-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T18:15:00+05:00,2026-04-23T19:20:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175730-0,FR-09,175730-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T18:30:00+05:00,2026-04-23T19:35:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175733-0,FR-09,175733-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T18:45:00+05:00,2026-04-23T19:50:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175736-0,FR-09,175736-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T19:00:00+05:00,2026-04-23T20:05:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175739-0,FR-09,175739-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T19:15:00+05:00,2026-04-23T20:20:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175742-0,FR-09,175742-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T19:30:00+05:00,2026-04-23T20:35:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175745-0,FR-09,175745-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T19:45:00+05:00,2026-04-23T20:50:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175748-0,FR-09,175748-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T20:00:00+05:00,2026-04-23T21:05:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175751-0,FR-09,175751-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T20:15:00+05:00,2026-04-23T21:20:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175754-0,FR-09,175754-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T20:30:00+05:00,2026-04-23T21:35:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175757-0,FR-09,175757-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T20:45:00+05:00,2026-04-23T21:50:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175760-0,FR-09,175760-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T21:00:00+05:00,2026-04-23T22:05:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175763-0,FR-09,175763-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T21:15:00+05:00,2026-04-23T22:20:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175766-0,FR-09,175766-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T21:30:00+05:00,2026-04-23T22:35:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175769-0,FR-09,175769-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T21:45:00+05:00,2026-04-23T22:50:00+05:00,3900,1 hr 5 min 0 sec,27
FR-09::175772-0,FR-09,175772-0,Khanna Pul,Golra Morh Metro Station,2026-04-23T22:00:00+05:00,2026-04-23T23:05:00+05:00,3900,1 hr 5 min 0 sec,27
FR-10::175859-0,FR-10,175859-0,Golra Morh,Taxila,2026-04-23T06:00:00+05:00,2026-04-23T07:15:15+05:00,4515,1 hr 15 min 15 sec,25
FR-10::175858-0,FR-10,175858-0,Golra Morh,Taxila,2026-04-23T06:30:00+05:00,2026-04-23T07:45:15+05:00,4515,1 hr 15 min 15 sec,25
FR-10::175860-0,FR-10,175860-0,Golra Morh,Taxila,2026-04-23T07:00:00+05:00,2026-04-23T08:15:15+05:00,4515,1 hr 15 min 15 sec,25
FR-10::175861-0,FR-10,175861-0,Golra Morh,Taxila,2026-04-23T07:30:00+05:00,2026-04-23T08:45:15+05:00,4515,1 hr 15 min 15 sec,25
FR-10::175862-0,FR-10,175862-0,Golra Morh,Taxila,2026-04-23T08:00:00+05:00,2026-04-23T09:15:15+05:00,4515,1 hr 15 min 15 sec,25
FR-10::175863-0,FR-10,175863-0,Golra Morh,Taxila,2026-04-23T09:00:00+05:00,2026-04-23T10:15:15+05:00,4515,1 hr 15 min 15 sec,25
FR-10::175864-0,FR-10,175864-0,Golra Morh,Taxila,2026-04-23T10:00:00+05:00,2026-04-23T11:15:15+05:00,4515,1 hr 15 min 15 sec,25
FR-10::175865-0,FR-10,175865-0,Golra Morh,Taxila,2026-04-23T11:00:00+05:00,2026-04-23T12:15:15+05:00,4515,1 hr 15 min 15 sec,25
FR-10::175866-0,FR-10,175866-0,Golra Morh,Taxila,2026-04-23T12:00:00+05:00,2026-04-23T13:15:15+05:00,4515,1 hr 15 min 15 sec,25
FR-10::175867-0,FR-10,175867-0,Golra Morh,Taxila,2026-04-23T12:30:00+05:00,2026-04-23T13:45:15+05:00,4515,1 hr 15 min 15 sec,25
FR-10::175868-0,FR-10,175868-0,Golra Morh,Taxila,2026-04-23T13:00:00+05:00,2026-04-23T14:15:15+05:00,4515,1 hr 15 min 15 sec,25
FR-10::175869-0,FR-10,175869-0,Golra Morh,Taxila,2026-04-23T14:00:00+05:00,2026-04-23T15:15:15+05:00,4515,1 hr 15 min 15 sec,25
FR-10::175870-0,FR-10,175870-0,Golra Morh,Taxila,2026-04-23T15:00:00+05:00,2026-04-23T16:15:15+05:00,4515,1 hr 15 min 15 sec,25
FR-10::175871-0,FR-10,175871-0,Golra Morh,Taxila,2026-04-23T16:00:00+05:00,2026-04-23T17:15:15+05:00,4515,1 hr 15 min 15 sec,25
FR-10::175872-0,FR-10,175872-0,Golra Morh,Taxila,2026-04-23T17:00:00+05:00,2026-04-23T18:15:15+05:00,4515,1 hr 15 min 15 sec,25
FR-10::175873-0,FR-10,175873-0,Golra Morh,Taxila,2026-04-23T18:00:00+05:00,2026-04-23T19:15:15+05:00,4515,1 hr 15 min 15 sec,25
FR-10::175874-0,FR-10,175874-0,Golra Morh,Taxila,2026-04-23T19:00:00+05:00,2026-04-23T20:15:15+05:00,4515,1 hr 15 min 15 sec,25
FR-10::175875-0,FR-10,175875-0,Golra Morh,Taxila,2026-04-23T20:00:00+05:00,2026-04-23T21:15:15+05:00,4515,1 hr 15 min 15 sec,25
FR-10::175876-0,FR-10,175876-0,Golra Morh,Taxila,2026-04-23T21:00:00+05:00,2026-04-23T22:15:15+05:00,4515,1 hr 15 min 15 sec,25
FR-11::176113-0,FR-11,176113-0,Golra Morh Metro Station,Rafiullah Shaheed Chowk,2026-04-23T06:00:00+05:00,2026-04-23T06:20:00+05:00,1200,20 min 0 sec,10
FR-11::176114-0,FR-11,176114-0,Golra Morh Metro Station,Rafiullah Shaheed Chowk,2026-04-23T07:00:00+05:00,2026-04-23T07:20:00+05:00,1200,20 min 0 sec,10
FR-11::176115-0,FR-11,176115-0,Golra Morh Metro Station,Rafiullah Shaheed Chowk,2026-04-23T08:00:00+05:00,2026-04-23T08:20:00+05:00,1200,20 min 0 sec,10
FR-11::176116-0,FR-11,176116-0,Golra Morh Metro Station,Rafiullah Shaheed Chowk,2026-04-23T09:00:00+05:00,2026-04-23T09:20:00+05:00,1200,20 min 0 sec,10
